timestamp,frame_id,current_count,avg_count,low_stock_alert,fps,event_type
2026-03-04T10:00:57.018859,0,0,0.0,0,1.41,alert_change
2026-03-04T10:00:58.039069,12,0,0.0,0,13.01,periodic
2026-03-04T10:00:58.590024,19,0,0.0,1,12.47,alert_change
2026-03-04T10:00:59.303196,29,4,3.1,0,13.85,alert_change
2026-03-04T10:01:00.340509,43,4,4.0,0,13.72,periodic
2026-03-04T10:01:01.375714,57,4,4.0,0,13.94,periodic
2026-03-04T10:01:02.416977,71,4,4.0,0,14.21,periodic
2026-03-04T10:01:03.437479,84,4,4.0,0,11.76,periodic
2026-03-04T10:01:04.494038,98,4,4.0,0,13.47,periodic
2026-03-04T10:01:05.545221,112,4,4.0,0,12.47,periodic
2026-03-04T10:01:06.592631,126,3,3.8,0,12.0,periodic
2026-03-04T10:01:07.649737,140,4,4.0,0,14.32,periodic
2026-03-04T10:01:08.687362,154,4,4.0,0,12.08,periodic
2026-03-04T10:01:09.772137,168,3,3.8,0,11.48,periodic
2026-03-04T10:01:10.807580,182,3,3.0,0,13.38,periodic
2026-03-04T10:01:11.868273,196,4,4.0,0,13.32,periodic
2026-03-04T10:01:12.913610,210,4,4.0,0,12.05,periodic
2026-03-04T10:01:13.947156,224,3,3.0,0,13.96,periodic
2026-03-04T10:01:15.015666,238,3,3.0,0,14.32,periodic
2026-03-04T10:01:16.080896,252,4,4.0,0,14.8,periodic
2026-03-04T10:01:17.136158,266,4,4.0,0,10.83,periodic
2026-03-04T10:01:18.193532,280,3,3.3,0,12.77,periodic
2026-03-04T10:01:19.230656,294,2,2.8,0,13.02,periodic
2026-03-04T10:01:20.270009,308,2,2.0,0,13.67,periodic
2026-03-04T10:01:20.590565,312,4,2.5,1,11.69,alert_change
2026-03-04T10:01:20.827233,315,4,3.1,0,12.09,alert_change
2026-03-04T10:01:21.834613,328,4,4.0,0,14.06,periodic
2026-03-04T10:01:22.875966,342,3,3.0,0,13.0,periodic
2026-03-04T10:01:23.898269,356,2,2.0,0,13.7,periodic
2026-03-04T10:01:24.327119,362,2,2.0,1,12.92,alert_change
2026-03-04T10:01:25.372913,376,2,2.0,1,13.28,periodic
2026-03-04T10:01:26.396154,390,4,3.0,0,13.06,alert_change
2026-03-04T10:01:27.436322,404,4,4.0,0,11.55,periodic
2026-03-04T10:01:28.444739,417,4,4.0,0,12.41,periodic
2026-03-04T10:01:29.483873,431,4,4.0,0,12.41,periodic
