timestamp,frame_id,current_count,avg_count,low_stock_alert,fps,event_type
2026-03-02T10:26:09.753632,0,4,4.0,0,2.37,alert_change
2026-03-02T10:26:10.831605,12,4,4.0,0,11.65,periodic
2026-03-02T10:26:11.880638,26,4,3.9,0,13.41,periodic
2026-03-02T10:26:12.923302,40,4,4.0,0,12.81,periodic
2026-03-02T10:26:13.977634,54,4,4.0,0,13.9,periodic
2026-03-02T10:26:15.024032,68,3,3.9,0,13.89,periodic
2026-03-02T10:26:16.053117,82,3,3.0,0,14.11,periodic
2026-03-02T10:26:17.055881,95,4,3.8,0,13.52,periodic
2026-03-02T10:26:18.093692,108,4,4.0,0,10.09,periodic
2026-03-02T10:26:19.173727,122,3,3.2,0,11.43,periodic
2026-03-02T10:26:20.223784,136,3,3.0,0,12.77,periodic
2026-03-02T10:26:21.282140,150,4,3.3,0,13.8,periodic
2026-03-02T10:26:22.344434,164,4,4.0,0,14.02,periodic
2026-03-02T10:26:23.386924,178,3,3.4,0,11.95,periodic
2026-03-02T10:26:24.406565,191,3,3.0,0,14.42,periodic
2026-03-02T10:26:25.426857,205,4,3.2,0,13.14,periodic
2026-03-02T10:26:26.472203,219,4,4.0,0,12.1,periodic
2026-03-02T10:26:27.478688,233,3,3.8,0,13.98,periodic
2026-03-02T10:26:28.522191,247,3,3.0,0,13.71,periodic
2026-03-02T10:26:29.580458,261,4,3.2,0,14.23,periodic
2026-03-02T10:26:30.641405,275,4,4.0,0,14.67,periodic
2026-03-02T10:26:31.683394,289,3,3.7,0,14.12,periodic
2026-03-02T10:26:32.709501,303,3,3.3,0,14.73,periodic
2026-03-02T10:26:33.763072,317,4,3.6,0,14.05,periodic
2026-03-02T10:26:34.790466,331,4,4.0,0,11.9,periodic
2026-03-02T10:26:35.841291,345,3,3.0,0,12.29,periodic
2026-03-02T10:26:36.844083,358,3,3.0,0,14.64,periodic
2026-03-02T10:26:37.885760,372,4,3.5,0,13.7,periodic
2026-03-02T10:26:38.918898,386,4,4.0,0,13.51,periodic
2026-03-02T10:26:39.981370,400,4,4.0,0,13.36,periodic
2026-03-02T10:26:41.005400,414,3,3.1,0,14.47,periodic
2026-03-02T10:26:42.063765,428,3,3.5,0,13.25,periodic
2026-03-02T10:26:43.135650,442,3,3.3,0,12.12,periodic
2026-03-02T10:26:44.151420,456,4,4.0,0,13.48,periodic
2026-03-02T10:26:45.151359,469,4,4.0,0,14.56,periodic
2026-03-02T10:26:46.195149,483,4,4.0,0,12.23,periodic
2026-03-02T10:26:47.252950,497,4,3.6,0,11.36,periodic
2026-03-02T10:26:48.308111,511,3,3.8,0,13.58,periodic
2026-03-02T10:26:49.328915,524,4,3.5,0,12.63,periodic
2026-03-02T10:26:50.328992,537,4,4.0,0,14.73,periodic
2026-03-02T10:26:51.384216,551,4,4.0,0,11.76,periodic
2026-03-02T10:26:52.423830,565,4,4.0,0,13.97,periodic
2026-03-02T10:26:53.473645,579,4,4.0,0,13.66,periodic
2026-03-02T10:26:54.542912,593,3,2.1,0,14.09,periodic
